LFQ intensity Gua_1	LFQ intensity Gua_2	LFQ intensity Gua_3	LFQ intensity RG/SDC_1	LFQ intensity RG/SDC_2	LFQ intensity RG/SDC_3	LFQ intensity RG_1	LFQ intensity RG_2	LFQ intensity RG_3	LFQ intensity SDC_1	LFQ intensity SDC_2	LFQ intensity SDC_3	LFQ intensity Urea_1	LFQ intensity Urea_2	LFQ intensity Urea_3	Only identified by site	Reverse	Protein IDs	Majority protein IDs	Protein names	Gene names
6.64196	6.60586	6.54508	7.05261	6.62319	6.86563	6.6242	6.26895	6.44131	6.04433	6.54996	6.25942	6.2295	6.31337	5.96864			NP_253061.1;AAG07759.1	NP_253061.1;AAG07759.1		
7.4358	7.15881	7.21139	8.24403	8.2659	8.32767	8.1175	8.22549	8.19822	8.19673	8.35507	8.22937	7.38637	7.67548	7.76483			NP_253062.1;AAG07760.1	NP_253062.1;AAG07760.1		
6.6591	6.63239	6.15943	7.30638	7.2964	7.24045	7.41084	7.67231	7.38048	7.18435	6.99622	7.01565	6.34392	6.56394	6.47216			NP_253064.1;AAG07762.1	NP_253064.1;AAG07762.1		
6.81282	5.91711	6.51897	7.37308	7.33548	7.48581	7.29634	7.3387	7.34811	7.19681	7.23307	7.39505	6.38162	7.08543	7.21611			NP_253066.1;AAG07764.1	NP_253066.1;AAG07764.1		
6.10447	6.50829	6.51118	6.37394	6.71289	6.63437	6.27068	6.8106	6.22608	6.56646	6.45247	6.08221	6.33397	6.83966	6.47841			NP_253070.1;AAG07768.1	NP_253070.1;AAG07768.1		
7.69489	7.77738	7.68343	7.47841	7.26623	7.2224	7.17525	7.20469	7.31815	7.46682	7.53218	7.46997	7.75909	7.6856	7.59123			NP_253071.1;AAG07769.1	NP_253071.1;AAG07769.1		
7.76768	7.78472	6.69952	7.89956	7.81594	7.91138	7.71238	7.76793	7.80723	7.65884	7.86128	7.84501	7.93242	7.81165	7.803			NP_253074.1;AAG07772.1	NP_253074.1;AAG07772.1		
10.0305	10.0523	10.0584	9.99216	10.023	10.0651	9.84517	9.84807	9.8218	9.89023	9.94674	9.9646	9.97923	9.92664	9.91464			NP_253075.1;AAG07773.1	NP_253075.1;AAG07773.1		
9.01481	8.84697	8.63864	9.3889	9.43045	9.54938	9.3078	9.42009	9.34368	9.16325	9.42359	9.37194	9.27598	9.07	9.16859			NP_253076.1;AAG07774.1	NP_253076.1;AAG07774.1		
6.58745	6.57502	6.31187	7.36573	7.28954	7.04817	6.94406	7.09566	7.08347	7.23618	7.0951	7.17964	6.3501	6.70091	6.87018			NP_253077.1;AAG07775.1	NP_253077.1;AAG07775.1		
8.02391	8.11371	7.99205	8.0029	8.01334	8.08916	7.79341	7.77983	7.86803	8.0122	8.03997	7.99661	7.7783	7.8294	7.89284			NP_253078.1;AAG07776.1	NP_253078.1;AAG07776.1		
8.60577	8.60244	8.59925	8.48088	8.35384	8.3234	8.53384	8.57321	8.53854	8.5418	8.64968	8.66908	8.93018	8.64418	8.63692			NP_253079.1;AAG07777.1	NP_253079.1;AAG07777.1		
6.27796	6.37232	6.43807	6.17534	6.25912	6.68248	6.68516	6.48893	6.49582	6.73499	6.70053	6.16623	6.49422	6.57178	6.5973			NP_253080.1;AAG07778.1	NP_253080.1;AAG07778.1		
6.87758	7.04442	6.84962	6.71319	6.86644	6.76546	7.09562	6.87648	6.89713	6.76354	6.76209	6.90941	7.21746	6.82695	6.7848			NP_253082.1;AAG07780.1	NP_253082.1;AAG07780.1		
6.51754	6.81239	6.47294	6.4988	6.51116	6.39662	6.29776	6.49346	6.24686	6.45227	6.30915	6.52634	6.28497	6.43256	6.23395			NP_253083.1;AAG07781.1	NP_253083.1;AAG07781.1		
6.80659	5.94374	6.1605	7.29303	7.32465	7.1116	7.5213	7.3141	7.5403	7.32401	7.02011	6.75234	6.44034	6.95016	7.13133			NP_253084.1;AAG07782.1	NP_253084.1;AAG07782.1		
8.66194	8.65188	8.69683	9.02979	8.96674	9.06629	8.81739	8.85368	8.90062	8.85449	8.9553	8.94712	9.09562	8.9297	8.88319			NP_253085.1;AAG07783.1	NP_253085.1;AAG07783.1		
7.28782	7.45614	7.27736	6.99587	7.03177	7.04139	7.11163	7.23208	6.97946	6.98908	7.25234	7.17301	6.71893	6.93552	6.79975			NP_253087.1;AAG07785.1	NP_253087.1;AAG07785.1		
6.7605	6.64651	6.36307	6.71502	6.46891	6.3533	6.60013	6.72053	6.53423	6.65625	6.60467	6.15138	6.65405	6.79546	6.80914			NP_253088.1;AAG07786.1	NP_253088.1;AAG07786.1		
7.72903	7.75567	7.79908	7.68763	7.62891	7.78502	7.47881	7.42421	7.44759	7.68413	7.73147	7.56255	7.34005	7.36612	7.41592			NP_253089.1;AAG07787.1	NP_253089.1;AAG07787.1		
8.27971	8.19162	8.25609	7.99519	8.06153	8.13017	8.0937	8.06442	8.05342	8.13716	8.19019	8.08934	8.09332	8.28861	8.19967			NP_253090.1;AAG07788.1	NP_253090.1;AAG07788.1		
7.33161	7.33921	7.37368	7.60901	7.63451	7.71753	7.44782	7.47264	7.46963	7.52384	7.6532	7.67533	7.76731	7.64379	7.57461			NP_253091.1;AAG07789.1	NP_253091.1;AAG07789.1		
8.46784	8.48681	8.51562	8.52221	8.51084	8.52133	8.51677	8.53607	8.54043	8.58237	8.58912	8.67201	8.78369	8.78275	8.68751			NP_253092.1;AAG07790.1	NP_253092.1;AAG07790.1		
8.54807	8.59649	8.656	8.54371	8.50504	8.36622	8.66421	8.68386	8.67016	8.56258	8.19515	8.01678	8.38913	8.49122	8.51008			NP_253093.1;AAG07791.1	NP_253093.1;AAG07791.1		
8.88889	8.92158	8.8878	8.68563	8.72435	8.7958	8.81888	8.79144	8.80655	8.86635	8.91492	8.83429	9.05717	8.98716	8.95292			NP_253096.1;AAG07794.1	NP_253096.1;AAG07794.1		
8.85868	8.87171	8.79537	8.85856	8.85124	8.87232	8.76007	8.77477	8.77469	8.79646	8.80945	8.80365	9.0197	8.97252	8.91776			NP_253097.1;AAG07795.1	NP_253097.1;AAG07795.1		
8.80911	8.81738	8.82847	8.39915	8.39333	8.24015	8.58714	8.5524	8.58898	8.51782	8.27307	8.12192	8.66208	8.72155	8.73367			NP_253098.1;AAG07796.1	NP_253098.1;AAG07796.1		
8.27768	8.29035	8.22451	8.18061	8.18015	8.21259	8.16376	8.11488	8.17626	8.11005	8.0758	8.21619	8.30557	8.33887	8.30839			NP_253100.1;AAG07798.1	NP_253100.1;AAG07798.1		
8.2389	8.18828	8.18766	7.92248	7.90615	7.73344	8.18056	8.16788	8.20556	8.07129	7.66667	7.59415	8.04595	8.12804	8.10016			NP_253101.1;AAG07799.1	NP_253101.1;AAG07799.1		
8.03619	8.04731	8.09906	8.02449	8.05827	7.90053	8.25619	8.27547	8.25751	8.35889	8.263	8.23915	7.81965	7.86472	7.84619			NP_253102.1;AAG07800.1	NP_253102.1;AAG07800.1		
8.24905	8.22624	8.27224	8.23211	8.12179	8.15253	8.41194	8.3814	8.39914	8.3618	8.43046	8.44985	8.51166	8.44383	8.43054			NP_253104.1;AAG07802.1	NP_253104.1;AAG07802.1		
6.29993	6.38911	6.49372	6.49477	6.63243	6.70694	6.70663	6.81323	6.46752	6.76668	6.38703	6.32122	6.12676	6.2546	6.89476			NP_253105.1;AAG07803.1	NP_253105.1;AAG07803.1		
8.43377	8.45756	8.46761	8.29642	8.27942	8.1714	8.4191	8.42257	8.43751	8.40834	8.45773	8.51903	8.59218	8.53733	8.51443			NP_253106.1;AAG07804.1	NP_253106.1;AAG07804.1		
8.14734	8.16602	8.16926	8.21323	8.26439	8.16909	8.35048	8.41905	8.39324	8.36214	8.5015	8.50126	8.08052	8.18783	8.21418			NP_253107.1;AAG07805.1	NP_253107.1;AAG07805.1		
8.31167	8.26475	8.22355	8.09792	8.03515	8.07515	8.08164	8.08927	8.09559	8.14035	8.2477	8.24187	8.27342	8.20645	8.20118			NP_253110.1;AAG07808.1	NP_253110.1;AAG07808.1		
7.35029	7.36747	7.23608	7.18974	7.33278	7.35862	7.16092	7.09944	7.13723	7.2306	7.03104	7.27105	7.85214	7.58465	7.53777			NP_253111.1;AAG07809.1	NP_253111.1;AAG07809.1		
7.78025	7.85373	7.87901	7.74112	7.70091	7.76217	7.65213	7.73878	7.65457	7.70177	7.62116	7.72935	7.91332	7.72633	7.7535			NP_253112.1;AAG07810.1	NP_253112.1;AAG07810.1		
8.0569	7.93099	7.94502	8.4837	8.52603	8.61316	8.21521	8.16607	8.1384	8.44009	8.49136	8.51212	7.93403	7.96477	8.06528			NP_253113.1;AAG07811.1	NP_253113.1;AAG07811.1		
7.97897	8.00817	8.12843	8.33112	8.24254	8.42154	7.77338	7.84308	7.79842	8.23467	8.24232	8.32576	8.30285	8.35453	8.29842			NP_253115.1;AAG07813.1	NP_253115.1;AAG07813.1		
7.79277	7.98553	7.77751	8.24578	8.23231	8.3405	8.14189	8.09374	8.15909	8.01953	8.20369	8.15594	6.95116	7.3647	7.44506			NP_253116.1;AAG07814.1	NP_253116.1;AAG07814.1		
7.99606	8.19548	8.00522	7.65213	7.62543	7.86559	7.54471	7.65895	7.5775	7.58792	7.58819	7.72877	7.85456	7.83426	7.75663			NP_253117.1;AAG07815.1	NP_253117.1;AAG07815.1		
7.52542	7.59863	7.62988	7.86958	7.91131	7.98526	7.89121	7.81689	7.83703	7.91741	8.01712	7.95331	8.08138	7.99433	7.91027			NP_253118.1;AAG07816.1	NP_253118.1;AAG07816.1		
7.92044	8.01481	7.84712	8.93507	8.93291	9.06453	8.68096	8.79603	8.71029	8.94889	8.92768	8.99889	7.74344	8.29868	8.37011			NP_253119.1;AAG07817.1	NP_253119.1;AAG07817.1		
6.31641	6.7117	6.24083	7.87588	8.03906	7.82791	8.03519	7.98954	7.96252	8.08888	7.87084	7.93497	6.49206	7.31698	7.62782			NP_253120.1;AAG07818.1	NP_253120.1;AAG07818.1		
8.79842	8.79196	8.90323	9.11146	9.07558	9.17918	8.97175	8.91596	8.90766	9.02065	9.07719	9.0758	8.9269	9.04056	9.03579			NP_253121.1;AAG07819.1	NP_253121.1;AAG07819.1		
8.90436	8.73375	8.81388	8.70265	8.71461	8.64029	8.68226	8.73078	8.71336	8.50613	8.39985	8.33131	8.086	8.47731	8.46157			NP_253122.1;AAG07820.1	NP_253122.1;AAG07820.1		
9.20049	9.22011	9.21748	8.9812	8.97036	9.10863	8.95421	8.92402	8.98938	9.00612	9.15186	9.05477	9.34276	9.21801	9.19846			NP_253123.1;AAG07821.1	NP_253123.1;AAG07821.1		
8.17998	8.07791	8.17135	8.09545	8.10054	8.1176	8.12863	8.22113	8.16853	8.23915	8.21814	8.34984	8.07236	8.14311	8.13033			NP_253124.1;AAG07822.1	NP_253124.1;AAG07822.1		
7.4209	7.40569	7.36509	7.5566	7.42431	7.53724	7.23078	7.11578	7.12927	7.31444	7.28414	7.31311	7.49107	7.43238	7.18693			NP_253125.1;AAG07823.1	NP_253125.1;AAG07823.1		
7.40279	7.41125	7.4843	7.63473	7.61221	7.62096	7.83943	7.82116	7.77679	7.63277	7.80393	7.73945	7.53517	7.50284	7.3458			NP_253128.1;AAG07826.1	NP_253128.1;AAG07826.1		
8.20553	8.18213	8.2572	8.01009	7.98072	7.94176	8.16944	8.17641	8.07137	8.12339	7.95854	7.97304	8.20623	8.03659	8.00664			NP_253129.1;AAG07827.1	NP_253129.1;AAG07827.1		
7.68506	7.61695	7.61994	7.67556	7.69967	7.67706	7.62842	7.6897	7.6524	7.5937	7.81371	7.76075	8.0515	7.7582	7.64149			NP_253130.1;AAG07828.1	NP_253130.1;AAG07828.1		
8.12057	8.07251	8.04474	8.86284	8.74772	8.80441	8.54163	8.59021	8.59224	8.60748	8.72409	8.76693	7.35013	7.98087	8.07463			NP_253131.1;AAG07829.1	NP_253131.1;AAG07829.1		
8.18803	8.19307	8.20599	8.10823	8.05119	7.87088	8.1664	8.15767	8.16289	8.09335	7.81985	7.69908	8.13066	8.1867	8.1682			NP_253132.1;AAG07830.1	NP_253132.1;AAG07830.1		
7.89046	7.78762	7.7739	7.6556	7.67241	7.55523	7.88359	7.88318	7.91049	7.82918	7.72246	7.73359	7.97111	8.01322	7.916			NP_253133.1;AAG07831.1	NP_253133.1;AAG07831.1		
7.92486	8.053	7.97743	7.63393	7.70765	7.82315	7.16542	7.45545	7.31618	7.40761	7.47198	7.58791	7.77684	7.9002	7.80264			NP_253135.1;AAG07833.1	NP_253135.1;AAG07833.1		
7.20531	7.22266	7.30131	7.63512	7.61583	7.63535	7.50107	7.52551	7.53553	7.57772	7.41607	7.47487	6.4259	7.14057	7.29566			NP_253136.1;AAG07834.1	NP_253136.1;AAG07834.1		
7.6706	7.58127	7.69046	7.92884	7.89984	7.89584	7.87553	7.94738	7.96879	7.96205	7.94244	7.96235	7.82265	8.04622	8.07954			NP_253137.1;AAG07835.1	NP_253137.1;AAG07835.1		
8.37014	8.33792	8.32822	8.3504	8.32459	8.35604	8.35054	8.36879	8.34624	8.39496	8.38326	8.50061	8.18515	8.21719	8.26055			NP_253138.1;AAG07836.1	NP_253138.1;AAG07836.1		
8.1989	8.15433	8.11621	8.05827	8.01845	8.05107	7.8577	7.79602	7.77585	7.96004	7.98552	8.02148	8.22614	8.11287	8.07148			NP_253139.1;AAG07837.1	NP_253139.1;AAG07837.1		
8.23734	8.21822	8.26991	8.42771	8.37722	8.21738	8.59972	8.53496	8.58504	8.58259	8.7198	8.66228	8.46006	8.49721	8.45772			NP_253140.1;AAG07838.1	NP_253140.1;AAG07838.1		
7.33165	7.34526	7.37031	7.43548	7.33399	7.50404	7.28323	7.02202	7.32623	7.4018	7.42867	7.23805	7.23282	7.65948	7.56872			NP_253141.1;AAG07839.1	NP_253141.1;AAG07839.1		
7.66375	7.62878	7.70257	7.40066	6.96762	7.28298	7.05603	7.23058	7.24944	7.34473	7.45157	7.55617	7.23629	7.31819	7.27005			NP_253142.1;AAG07840.1	NP_253142.1;AAG07840.1		
8.36857	8.37469	8.38543	8.81805	8.67864	8.82199	8.58031	8.5166	8.56641	8.60661	8.69664	8.71774	8.77198	8.77379	8.71795			NP_253143.1;AAG07841.1	NP_253143.1;AAG07841.1		
6.34268	6.38901	6.38076	8.08803	8.15174	7.97315	7.96925	7.72946	7.78924	8.07346	8.13088	8.15546	6.09312	7.15433	7.50139			NP_253144.1;AAG07842.1	NP_253144.1;AAG07842.1		
6.4028	6.48815	6.42695	7.54331	7.49522	7.44188	7.43327	7.306	7.51668	7.5547	7.36834	7.37665	6.37654	7.05038	7.02788			NP_253145.1;AAG07843.1	NP_253145.1;AAG07843.1		
7.48644	7.50713	7.45641	7.91539	8.02395	7.85068	7.68907	7.67619	7.74575	7.70327	7.75794	7.71082	8.02144	7.77671	7.8135			NP_253146.1;AAG07844.1	NP_253146.1;AAG07844.1		
8.11072	8.22907	8.12375	8.10752	8.09492	8.11518	8.09916	8.1506	8.17464	8.17794	8.28292	8.21	8.42348	8.25414	8.24964			NP_253147.1;AAG07845.1	NP_253147.1;AAG07845.1		
7.807	7.74436	7.89477	7.98437	7.96896	8.05827	7.93722	7.76933	7.74499	7.77285	7.98826	7.91098	8.04999	7.88017	7.89403			NP_253148.1;AAG07846.1	NP_253148.1;AAG07846.1		
6.93474	6.44904	6.65158	7.33856	7.33632	7.41795	7.10975	7.27096	7.23111	7.34394	7.40207	7.40071	6.32233	6.86753	6.83965			NP_253149.1;AAG07847.1	NP_253149.1;AAG07847.1		
8.2392	8.16504	8.28798	8.51824	8.53287	8.62985	8.41522	8.41504	8.41596	8.3593	8.51408	8.50938	8.75788	8.50871	8.43115			NP_253150.1;AAG07848.1	NP_253150.1;AAG07848.1		
8.05542	8.11942	8.1273	8.08084	8.06996	8.08785	8.13564	8.17374	8.21083	8.26026	8.29121	8.27983	8.49692	8.1833	8.21885			NP_253151.1;AAG07849.1	NP_253151.1;AAG07849.1		
7.99889	8.0898	7.96272	7.85411	7.79282	7.83552	7.81772	7.83384	7.85253	7.73021	7.51046	7.37293	7.65704	7.6701	7.72666			NP_253152.1;AAG07850.1	NP_253152.1;AAG07850.1		
9.08102	8.94448	9.13046	8.73214	8.77711	8.98238	8.44187	8.35166	8.49007	8.8691	8.9383	8.89818	8.66994	8.82033	8.9286			NP_253153.1;AAG07851.1	NP_253153.1;AAG07851.1		
8.21806	8.19407	8.28378	8.30501	8.24497	8.31207	7.95607	7.96579	7.97258	8.02313	8.08891	8.20997	8.3938	8.22053	8.14752			NP_253154.1;AAG07852.1	NP_253154.1;AAG07852.1		
8.38034	8.4127	8.27455	8.23152	8.3055	8.31729	8.18645	8.19681	8.15253	8.22225	8.27573	8.17447	8.4455	8.28587	8.2392			NP_253155.1;AAG07853.1	NP_253155.1;AAG07853.1		
7.77877	7.81573	7.72413	7.67936	7.88006	7.65454	7.63449	7.59162	7.68681	7.70816	7.34963	7.73605	7.90961	7.72713	7.70407			NP_253156.1;AAG07854.1	NP_253156.1;AAG07854.1		
6.5347	6.26669	6.57751	7.08831	7.00121	7.01924	6.96213	6.72734	6.80181	6.9767	7.07904	7.08973	7.26064	7.41908	7.32108			NP_253158.1;AAG07856.1	NP_253158.1;AAG07856.1		
7.33895	7.43358	7.43556	7.50967	7.49159	7.62717	7.20151	7.26811	7.30867	7.27198	7.40502	7.46333	7.59596	7.4351	7.31374			NP_253160.1;AAG07858.1	NP_253160.1;AAG07858.1		
8.51298	8.45524	8.41246	8.55677	8.51481	8.58265	8.49303	8.47467	8.45656	8.50679	8.64435	8.64697	8.51976	8.48498	8.49572			NP_253162.1;AAG07860.1	NP_253162.1;AAG07860.1		
8.05115	8.10009	7.99447	7.65706	7.66928	7.97704	7.67022	7.64482	7.63078	7.47848	7.63983	7.73259	8.13168	7.81443	7.7863			NP_253163.1;AAG07861.1	NP_253163.1;AAG07861.1		
7.91096	7.90714	7.88707	8.16047	8.0911	8.23464	8.05081	8.00779	8.05065	8.08785	8.22763	8.22884	8.13066	8.1245	8.16518			NP_253164.1;AAG07862.1	NP_253164.1;AAG07862.1		
8.01607	8.0976	8.08579	8.04379	7.95392	8.02082	8.06569	7.97232	8.01212	7.99187	8.1474	8.15594	8.21402	8.21793	8.09398			NP_253165.1;AAG07863.1	NP_253165.1;AAG07863.1		
6.60425	6.54147	6.27955	6.8417	6.64894	6.4939	7.0381	6.95064	6.99887	6.86278	6.25232	6.37157	6.18557	6.48295	6.55366			NP_253166.1;AAG07864.1	NP_253166.1;AAG07864.1		
7.87393	8.00454	7.66766	7.70996	7.6355	7.43891	7.91522	7.86508	7.87473	7.85699	7.42091	7.39955	7.39183	7.57376	7.68535			NP_253167.1;AAG07865.1	NP_253167.1;AAG07865.1		
6.45807	6.54021	6.2781	6.92209	6.91252	6.90325	7.27279	7.20965	7.2605	7.22058	7.32685	7.20003	7.66458	7.25479	7.21099			NP_253168.1;AAG07866.1	NP_253168.1;AAG07866.1		
6.32578	6.61009	6.51863	7.10158	7.1642	7.11879	7.14001	7.33098	7.15036	7.09916	7.17722	6.98429	6.69798	6.64843	6.80822			NP_253170.1;AAG07868.1	NP_253170.1;AAG07868.1		
8.63774	8.70236	8.62576	8.49119	8.43439	8.31946	8.5824	8.55051	8.57081	8.48534	8.26288	8.18164	8.81749	8.74925	8.70871			NP_253171.1;AAG07869.1	NP_253171.1;AAG07869.1		
8.06774	7.80856	8.14355	8.25314	8.3205	8.34809	8.18673	8.20317	8.24112	8.17164	8.24824	8.21131	8.38922	8.30705	8.256			NP_253172.1;AAG07870.1	NP_253172.1;AAG07870.1		
8.41197	8.30604	8.40097	8.47106	8.45327	8.35445	8.50438	8.54084	8.49808	8.61419	8.6937	8.70989	8.6102	8.54784	8.61112			NP_253173.1;AAG07871.1	NP_253173.1;AAG07871.1		
8.55211	8.46811	8.5884	8.44909	8.48104	8.47708	8.5467	8.53172	8.55369	8.65322	8.82521	8.85446	8.41804	8.43372	8.48958			NP_253174.1;AAG07872.1	NP_253174.1;AAG07872.1		
6.35409	6.54943	6.34337	6.43129	6.04709	6.37104	6.18347	6.6072	6.65529	6.81165	6.53044	6.92234	6.39748	5.4178	6.32973	+		NP_253175.1;AAG07873.1	NP_253175.1;AAG07873.1		
7.56098	7.55937	7.53792	7.56663	7.49086	7.68428	7.60697	7.45186	7.69523	7.55902	7.49916	7.38471	7.61165	7.71594	7.58572			NP_253176.1;AAG07874.1	NP_253176.1;AAG07874.1		
7.41414	7.64563	7.40504	7.58759	7.73205	7.72699	7.63212	7.64985	7.60019	7.5294	7.68621	7.66651	7.70409	7.50678	7.38577			NP_253177.1;AAG07875.1	NP_253177.1;AAG07875.1		
6.17943	6.6318	6.18635	6.4688	6.70098	6.73649	6.47142	6.57305	6.64043	6.68921	6.53053	6.54442	7.43353	6.49649	6.32698			NP_253178.1;AAG07876.1	NP_253178.1;AAG07876.1		
8.33546	8.34719	8.31608	8.25722	8.22989	8.19173	8.30428	8.25472	8.28659	8.16917	7.89403	7.84478	8.18808	8.27128	8.33642			NP_253179.1;AAG07877.1	NP_253179.1;AAG07877.1		
7.06625	6.78847	6.97072	7.60322	7.62656	7.47144	7.8771	8.03822	7.83047	7.60377	7.30589	7.18024	6.47423	7.32434	7.39534			NP_253181.1;AAG07879.1	NP_253181.1;AAG07879.1		
6.59285	6.48239	6.53263	6.69447	6.58344	6.47409	6.80771	6.60434	7.01261	6.63118	6.79428	6.5795	6.57031	6.55882	6.57735			NP_253182.1;AAG07880.1	NP_253182.1;AAG07880.1		
8.45174	8.51414	8.53303	8.42259	8.46584	8.56703	8.39132	8.38104	8.41014	8.45652	8.50967	8.57901	8.74187	8.4678	8.4789			NP_253183.1;AAG07881.1	NP_253183.1;AAG07881.1		
6.7923	6.4318	6.48667	7.123	7.25142	6.97186	7.2392	7.26687	7.2704	7.30959	6.62182	6.74311	6.63516	6.91453	7.06974			NP_253184.1;AAG07882.1	NP_253184.1;AAG07882.1		
9.13561	9.1037	9.10213	8.95618	9.04324	9.12532	9.0228	9.01716	9.01237	9.03362	9.15709	9.2447	9.2865	9.15109	9.17624			NP_253185.1;AAG07883.1	NP_253185.1;AAG07883.1		
8.46425	8.46727	8.57354	8.50979	8.51411	8.56626	8.39602	8.46418	8.43323	8.40252	8.55666	8.57962	8.61326	8.50154	8.55287			NP_253186.1;AAG07884.1	NP_253186.1;AAG07884.1		
7.13437	7.07496	7.13481	7.04104	6.92567	7.05668	7.01932	7.03318	6.95097	6.96524	7.08682	7.06412	7.20839	7.04403	7.01507			NP_253187.1;AAG07885.1	NP_253187.1;AAG07885.1		
7.60788	7.74347	7.71103	7.3739	7.32449	7.33072	7.4769	7.46159	7.52704	7.51449	7.63979	7.68981	7.69437	7.59248	7.58098			NP_253188.1;AAG07886.1	NP_253188.1;AAG07886.1		
6.72457	6.32074	6.18826	6.47257	6.65703	6.65806	6.6289	6.83308	6.60648	6.58287	6.69379	6.74768	6.49729	6.29778	6.4843			NP_253189.1;AAG07887.1	NP_253189.1;AAG07887.1		
7.87605	7.71771	7.75246	7.47094	7.70648	7.64914	7.63764	7.72934	7.61635	7.67355	7.6565	7.61592	7.82483	7.61811	7.70011			NP_253190.1;AAG07888.1	NP_253190.1;AAG07888.1		
6.45219	6.81014	6.52477	6.27433	6.33933	6.67847	6.26443	6.64189	6.30233	6.56901	6.70598	5.87705	6.59911	6.36823	6.28495			NP_253191.1;AAG07889.1	NP_253191.1;AAG07889.1		
7.66127	7.64842	7.74691	7.43425	7.30402	7.47321	7.35212	7.40763	7.48721	7.38186	7.49427	7.37559	7.58349	7.425	7.55068			NP_253192.1;AAG07890.1	NP_253192.1;AAG07890.1		
6.45616	6.7334	6.49289	6.63769	6.50831	6.43143	6.79918	6.30305	6.70818	6.25946	6.92044	6.70154	6.43148	6.52769	6.16496			NP_253193.1;AAG07891.1	NP_253193.1;AAG07891.1		
5.80766	6.39189	6.66187	6.90064	6.21515	6.59938	6.91175	6.63547	6.70279	6.29298	6.40198	6.05275	6.36892	6.37229	6.57397			NP_253194.1;AAG07892.1	NP_253194.1;AAG07892.1		
6.51289	7.23193	7.19629	6.87069	6.96732	6.73785	7.03451	7.12208	7.08849	7.10846	7.1745	7.1428	7.37133	7.10496	7.22922			NP_253195.1;AAG07893.1	NP_253195.1;AAG07893.1		
6.96135	6.99398	7.04305	7.03515	7.0306	6.78686	7.25346	7.30218	7.36858	7.15458	6.85237	6.71153	7.3009	7.27168	7.29378			NP_253196.1;AAG07894.1	NP_253196.1;AAG07894.1		
6.16905	6.66066	6.58852	6.40353	6.42493	6.61188	6.41253	6.49541	6.40883	6.43043	6.53513	6.44162	6.98592	6.48284	6.49764			NP_253198.1;AAG07896.1	NP_253198.1;AAG07896.1		
7.50319	7.36222	7.45439	7.47363	7.49042	7.57867	7.39717	7.35984	7.45031	7.40746	7.58499	7.56232	7.71394	7.44431	7.39294			NP_253201.1;AAG07899.1	NP_253201.1;AAG07899.1		
6.51677	6.22988	6.19881	6.83635	6.67176	6.74981	7.21179	6.87324	7.21251	6.79767	6.93312	6.47218	6.63913	6.5887	6.69211			NP_253202.1;AAG07900.1	NP_253202.1;AAG07900.1		
7.8155	7.67266	7.67869	7.79877	7.76175	7.77249	7.82914	7.75825	7.77441	7.6991	7.79846	7.86123	7.96071	7.83117	7.82387			NP_253205.1;AAG07903.1	NP_253205.1;AAG07903.1		
6.4875	6.91885	6.66177	6.9983	7.0825	7.21328	7.00471	6.98691	7.1067	6.8987	6.99783	6.97567	7.54289	7.29728	7.09705			NP_253208.1;AAG07906.1	NP_253208.1;AAG07906.1		
8.06371	8.11237	8.04583	8.52795	8.49795	8.57568	8.41929	8.48952	8.47379	8.3529	8.44493	8.53477	8.14947	8.33062	8.34246			NP_253209.1;AAG07907.1	NP_253209.1;AAG07907.1		
6.78144	6.84133	6.56792	7.45954	7.31902	7.34183	6.99883	7.26148	7.18056	7.14123	7.32582	7.17653	6.76136	6.672	6.74444			NP_253210.1;AAG07908.1	NP_253210.1;AAG07908.1		
6.81514	6.74645	6.35372	6.66166	6.73121	6.4933	6.69868	6.72287	6.76882	6.90241	6.59249	6.17417	6.90944	6.32443	6.6714			NP_253211.1;AAG07909.1	NP_253211.1;AAG07909.1		
6.53986	6.78139	6.05386	6.64502	6.22913	6.44803	6.2903	6.54854	6.47121	6.64203	6.38597	6.19802	6.45763	6.78987	6.51809			NP_253212.1;AAG07910.1	NP_253212.1;AAG07910.1		
8.19568	8.212	8.2407	8.28594	8.28574	8.36339	8.18304	8.19304	8.24647	8.28959	8.34189	8.37576	8.48782	8.31494	8.27866			NP_253214.1;AAG07912.1	NP_253214.1;AAG07912.1		
8.10343	7.93658	8.06221	9.176	9.10537	9.21791	8.91457	8.9885	8.92924	8.93654	9.13678	9.12998	7.97135	8.50581	8.48495			NP_253215.1;AAG07913.1	NP_253215.1;AAG07913.1		
8.04427	8.16873	8.06722	7.70981	7.80532	7.57074	8.05587	8.02861	8.09015	7.83107	7.47031	7.24348	7.36986	7.84773	7.86504			NP_253216.1;AAG07914.1	NP_253216.1;AAG07914.1		
6.20033	6.87191	6.73895	6.69575	6.17319	6.15268	6.62125	6.17375	6.67374	6.77031	6.62773	6.71839	6.02168	6.281	6.30412			NP_253218.1;AAG07916.1	NP_253218.1;AAG07916.1		
8.15597	8.18724	8.17964	8.05319	8.06513	8.13583	7.96419	7.91779	7.95863	8.02772	8.06996	8.08725	8.18264	8.07386	8.06036			NP_253219.1;AAG07917.1	NP_253219.1;AAG07917.1		
7.14805	7.14476	7.26264	7.01284	7.00509	7.04206	6.89568	6.95024	6.49515	6.35651	6.99184	6.51635	7.18924	7.39203	6.98392			NP_253220.1;AAG07918.1	NP_253220.1;AAG07918.1		
